vaga,salario_estimado,descricao,nota,nome_empresa,localizacao,tamanho,ano_fundacao,tipo_propriedade,industria,setor,receita
Crew,Employer Provided Salary:$16 - $19 Per Hour,"Is it you?

Our Crew Members create a warm and friendly shopping experience in our stores. We answer questions, offer suggestions and ensure our customers know they are welcomed and cared for. We entertain customers and make grocery shopping an exciting adventure. Some responsibilities may include:
Working on teams to accomplish goals
Operating the cash register in a fun and efficient manner
Bagging groceries with care
Stocking shelves
Creating signage to inform and delight customers
Helping customers find their favorite products


Trader Joe's is an equal opportunity employer and is committed to hiring a diverse Crew.",4.3,"Trader Joe's
4.3","San Francisco, CA",10000+ Employees,1967,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Autonomous Vehicle Operator,Employer Provided Salary:$28 - $30 Per Hour,"Careers in Motion
We’re Hiring Autonomous Vehicle Operators!
Transdev is at the forefront of autonomous driving, which is the cornerstone of a rapidly changing mobility landscape. We are - at this very moment - helping develop and deploy new transportation solutions to change the way people move. If you’re passionate about safety and enjoy working in a fast-paced environment, we want to hear from you!
We offer the opportunity to escape to the sunniest city in America for training! A select number of candidates will travel to Phoenix for driver training. All airfare, local transportation, and hotel expenses will be paid for, and each employee will receive up to $800 per diem for meals.
What you’ll do",-1.0,Transdev,"San Francisco, CA",-1,-1,-1,-1,-1,-1
School Front Desk Receptionist,Employer Provided Salary:$22 - $23 Per Hour,"School Front Desk Receptionist
Children’s Day School (CDS) is a co-educational preschool through eighth grade school serving over 470 students in the Mission Dolores neighborhood of San Francisco. Spanning two campuses, and home to a diverse community of students, faculty, and families, CDS is a vibrant learning community. Our teachers practice constructivist teaching; born of “learning by doing,” it is how we achieve excellent academics. We believe by encouraging children to fully engage in complex topics, and in myriad ways we are giving them tools to become lifelong learners and passionate citizens of the world. To learn more about CDS, visit our website at www.cds-sf.org.
CDS is located on a beautiful, secluded half-acre in the Mission near Dolores Park. Our after care program employs the use of indoor classrooms, environmental ed. kitchen, wood chips area and climbing structure, farm and garden (featuring four chickens and two sheep!), and a play yard among the largest of independent schools in the city.",-1.0,Childrens Day School,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Warehouse Associate (Part-time),Employer Provided Salary:$21 Per Hour,"WHY WE LOVE YOU:
Be able to lift 50-75 pounds as well as sit, stand, and walk for up to 10 hours at a time with or without reasonable accommodation
Previous forklift experience preferred (Must pass forklift certification process - both written and driving tests)
Willing to work on industrial powered equipment
Reliable punctual team player
Together As a Team:
We’re the team behind the scenes that make the IKEA products available to the many people. As a diverse mix of co-workers we use our supply process expertise to balance range and space capacity with forecasting and ordering to provide customers with high availability while minimizing costs. If you’ve wonder who’s responsible for finding effective and efficient ways of picking up the products for our customers, that’s us. We’re passionate about working together to improve the customer experience at IKEA!",3.8,"IKEA
3.8","American Canyon, CA",10000+ Employees,1943,Company - Private,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable
Office Assistant,Employer Provided Salary:$13 - $16 Per Hour,"We have a job opening for the position of Office/Personal Assistant. Would you like to work from your home and get paid weekly? We are offering this position to all interested applicants. Please carefully read through. This employment opportunity is targeted at providing part/full time job seekers and also people who would like to be working from home, and get paid weekly.
Job Types: Full-time, Contract, Internship
Pay: $550.00 - $650.00 per week
Benefits:
401(k)
401(k) matching

XJ6",3.5,"A-1 Moving Company
3.5","San Francisco, CA",201 to 500 Employees,-1,Company - Private,Moving Services,Transportation & Logistics,$500 million to $1 billion (USD)
Brewing Apprentice $23.44/hr,Employer Provided Salary:$23 Per Hour,"A Full Time Brewing Apprentice will play a critical role in brewing an extensive portfolio of the highest quality beers. Full Time Brewing Apprentices will receive extensive training to allow them to learn the Brewing process, and the position will require them to do the following:
Adhere to and maintain all Brewery Safety policies and requirements.
Adhere to and maintain all Brewery Quality policies and requirements.
Ensure that all Standard Operating Procedures (SOP's) and sanitation practices are followed at all times.
Be able to perform industrial cleaning, sanitation and quality checks.
Be able to perform process troubleshooting, root cause analysis, and have the ability to communicate at all levels.",3.6,"Anheuser-Busch
3.6","Fairfield, CA",10000+ Employees,1852,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD)
Program Assistant,Employer Provided Salary:$53K - $79K,"Securing Travel, Protecting People - At the Transportation Security Administration, you will serve in a high-stakes environment to safeguard the American way of life. In cities across the country, you would secure airports, seaports, railroads, highways, and/or public transit systems, thus protecting America's transportation infrastructure and ensuring freedom of movement for people and commerce. For additional information about our agency please: Click Here
Requirements
Conditions of Employment
You must possess U.S. Citizenship or be a U.S. National.
You must complete a favorable Background Investigation (BI).
Selective Service registration is required.",3.2,"Transportation Security Administration
3.2","San Francisco, CA",10000+ Employees,2002,Government,Federal Agencies,Government,Unknown / Non-Applicable
Healthcare Call Center Representative,Employer Provided Salary:$27 Per Hour,"At UFCW & Employers Trust, every one of our staff is committed to providing efficient, responsive, friendly service and accurate information to serve all of our constituencies: our employee members, dependents, local unions, employers and service providers.
If you are looking for an excellent opportunity in a great work environment, first class benefits, and opportunities to grow professionally, UFCW & Employers Trust wants to hear from you!
At UFCW & Employers Trust, we are currently seeking a Health & Welfare Services Representative to join our team in Concord! We are hiring for on-site permanent positions during COVID-19!
We Offer:
A great work environment! Our employees’ average tenure is over 10 years. We are friendly, passionate, hard-working and fun!",3.1,"UFCW & Employers Trust LLC
3.1","Concord, CA",201 to 500 Employees,1979,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",$100 to $500 million (USD)
Customer Happiness (Remote),Employer Provided Salary:$15 Per Hour,"ABOUT FARMSTEAD

Our mission at Farmstead is to make fresh, high-quality food accessible to everyone. We're a new delivery-only grocer that's re-inventing grocery from the ground up. We focus on mid-market customers (think Safeway, Kroger, etc) and bring them a best-in-class grocery product experience right to their doorsteps, even in areas traditionally underserved by supermarket chains. We accomplish this by writing consumer-facing and operations orchestration code that allows us to be highly efficient relative to legacy supermarkets.

AS OF MARCH 2020 WE ARE SEEING UNPRECEDENTED DEMAND FOR GROCERY DELIVERY AS CUSTOMERS SEEK TO STAY HOME AND AVOID COVID-19. We are growing explosively and because of our small engineering team, we are ready to hand over huge chunks of responsibility to smart, reliable people who get things done.

We're located in Burlingame, CA and Charlotte, NC.

ABOUT THIS POSITION

Farmstead is seeking TEMPORARY CONTRACT Customer Happiness Representatives to work remotely for our Burlingame, CA and Charlotte, NC locations. As a grocery delivery service, our goal is to bring a variety of locally crafted and fan-favorite brands to our patrons with sustainability and environmental impact in mind.

THIS IS A CONTRACTED & TEMPORARY POSITION WITH POTENTIAL FOR HIRE.

Full-time and Part-time shifts available at starting pay of $16 per hour.

We require excellent written and oral communication for real-time customer conversations and driver dispatch.

Monday – Sunday


TIMES ARE SUBJECT TO CHANGE. FLEXIBILITY REQUIRED.

TIMES ARE PST

Mon - Sun 8 AM - 4 PM

Tue - Wed 4 AM - 12 PM

Fri 11 AM - 7 PM

Your Duties

You're in close contact with our patrons and go above and beyond to help them. You'll work on a laptop remotely to monitor a variety of inboxes where our customers reach out to us. You will take customer calls and reach out to them via phone at their request and when necessary.

Drivers rely on you to help them deliver to customers. If they need help finding a residence, or reaching out to a customer that isn't responding, you are their lifeline for assistance. You'll monitor their progress as they make deliveries to ensure that they are dropping off orders in a timely manner, and you'll inform customers if there is any delay.

Navigating software used to adjust customer information and orders. You'll work with our system to manage contents of orders, delivery dates, and driver information. You'll become familiar with outside programs such as Slack and Front.

Working closely with fellow Farmstead teams to help customers. You know you're a part of a team that relies on one-another to create impeccable orders. You'll discuss stocking needs, report customer-related problems as they arise, and offer suggestions to improve the services we offer.

What's Expected

Attention to detail and time-management. You know that your work has a deadline, and your efficiency is matched in the quality of your work.

Impeccable written and oral communication. You know how to convey the proper situational tone in your writing, and customers end calls with you feeling their problems have been cared for.

A positive, pro-active attitude when problem-solving. The road to success isn't a straight line. In time, you've learned your job well enough to navigate around difficulties as they arise. You're also willing to speak to your colleagues on how to best handle situations that are unknown to you.

A genuine desire to help our customers with any conflicts they encounter. You're not here to clock in and clock out, but to help each customer remember why they chose Farmstead for all their grocery-delivery needs. You take pride in the efforts you make and pursue each day with the goal of making it better than the last.",3.0,"Farmstead
3.0","San Francisco, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Paralegal - Entry Level,Employer Provided Salary:$48K - $52K,"Paralegal – Entry Level
Dynamic technology law firm based in New York and San Francisco seeking detail-oriented entry-level paralegal to work in our San Francisco office supporting our litigation and patent prosecution practices. Our 21-person firm provides an energetic, team-oriented environment of dedicated professionals. Qualified candidates must have exceptional attention to detail, write well, and be adept learners. We look for candidates whose resume demonstrates focus, dedication, and accomplishment in past endeavors. Law firm experience a plus, but not required. Starting annual base in high $40K – low $50K range plus bonus and benefits, opportunity for significant compensation growth based on performance.
Job Type: Full-time
Pay: $48,000.00 - $52,000.00 per year",-1.0,Mauriel Kapouytian Woods LLP,"San Francisco, CA",-1,-1,-1,-1,-1,-1
CLINICAL LABORATORY SCIENTIST,$52K - $95K (Glassdoor est.),"White Plains Hospital Job Description
Title: Clinical Laboratory Scientist Job Code: 500285
Department/Location: Department of Laboratories FLSA Status: NE
Reports to: Section Laboratory Supervisor
Position Summary
The Clinical Laboratory Scientist performs laboratory testing using both manual and automated techniques. Performs
other duties as assigned.


Location: White Plains Hospital · Lab AM/PM Techs
Schedule: Full Time, Night, 6:30pm -7:30am 3 days a week with rotating weekends and holidays",3.9,"White Plains Hospital
3.9","White Plains, NY",1001 to 5000 Employees,1893,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Data Engineer,$63K - $125K (Glassdoor est.),"Job Description:
Data Engineer

Position Overview:
The Data Engineer for Nebraska Book Company (NBC) will institute, manage and facilitate processes associated with data management, data quality and data exchange within the textbook division of NBC. This role will build a data management framework from the ground up while being the primary manager for data management, building consensus and enthusiasm across the textbook division. This is an exempt role reporting directly to the Software Development Manager.",3.6,"Nebraska Book Company
3.6","Lincoln, NE",201 to 500 Employees,1915,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
DTRA Vaccines Development Scientist 4,$59K - $124K (Glassdoor est.),"DTRA Vaccines Development Scientist 4
Lorton, VA
DEFTEC is seeking a qualified Vaccine Development Scientist with industry experience in vaccines, biologics or biotoxins research and development for the Advisory and Analysis Services (A&AS) contract supporting the Defense Threat Reduction Agency (DTRA) Chemical and Biological (CB) Department, Vaccines and Therapeutics Division. (CBM)
The selected candidate will join a multidisciplinary team providing scientific analysis, project oversight, budgeting and acquisition assistance on a variety of current and emerging applications addressing concerns in the area of prophylactic countermeasure development for biological warfare defense.
What We Can Offer YOU!
Exceptional Company Benefits:
Health, Dental, Vision, Life & AD&D Insurance, Short- and Long-Term Disability, Paid Time Off, 10 Paid Holidays, 401(k) Plan, and more!
*
JOB RESPONSIBILITIES: *",3.8,"DEFTEC Corporation
3.8","Lorton, VA",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Clinical Lab Scientist-Generalist SIGN ON BONUS ELIGIBLE,$44K - $88K (Glassdoor est.),"SIGN ON BONUS $2000.00
(BONUS PROGRAM PARAMETERS APPLY)
Edward-Elmhurst Health includes three hospitals — Edward Hospital, Elmhurst Hospital, and Linden Oaks Behavioral Health — and an extensive ambulatory care network that provides comprehensive healthcare to residents of the west and southwest suburbs of Chicago. Edward-Elmhurst Health provides comprehensive healthcare at more than 60 locations in the suburbs of Chicago. Our success has always been — and always will be — driven by our most talented, reliable, compassionate and skilled people, who genuinely believe in delivering top quality care to our patients and their families. At Edward-Elmhurst Health, you will also experience a vibrant culture and an atmosphere of nurturing support and leadership.
Be DRIVEN to join our over 8,000 employees, 1,700 staff physicians and 1,800 volunteers who want to provide safe, seamless and personalized care every day for our patients, our families and our communities.
: Performs various clinical laboratory tests in one or more sections of the Laboratory in order to obtain data for use in diagnosis and treatment of disease. Blood Bank experience preferred. New Grad Welcome to Apply!


Location: Edward-Elmhurst Health · LAB-AUTOMATED
Schedule: Full time, Nights, 10:00PM-6:30AM",3.9,"Edward-Elmhurst Health
3.9","Elmhurst, IL",5001 to 10000 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Principal Data Scientist - Telecommute,$93K - $149K (Glassdoor est.),"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

The Optum Payment Integrity team is growing. We are looking for an experienced Data Scientist to join our team. This individual will be responsible for the development and delivery of large and complex predictive modeling projects for healthcare Payment Integrity processes. Principal Data Scientist develops innovative and effective approaches to solve client's analytics problems and communicates results and methodologies. Principal Data Scientist also provides leadership and guidance to Data Scientists to discover business insights, identifies opportunities, and provides solutions and recommendations to solve business problems through the use of statistical, algorithmic, data mining and visualization techniques. In addition to advanced analytic skills, Principal Data Scientist is also proficient at integrating and preparing large, varied datasets, architecting specialized database and computing environments, and communicating results.",3.7,"UnitedHealth Group
3.7","Eden Prairie, MN",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Senior Data Scientist,$93K - $149K (Glassdoor est.),"Position Summary...
What you'll do...
Analytical Modeling - Feature relevance and selection. Exploratory data analysis methods and techniques. Advanced statistical methods and best- practice advanced modelling techniques (e.g., graphical models, Bayesian inference, basic level of NLP, Vision, neural networks, SVM, Random Forest etc.). Programming languages like R/Python.
Model Assessment & Validation - Model fit testing, tuning, and validation techniques (e.g., Chi square, ROC curve, root mean square error etc.). Impact of variables and features on model performance.

Model Deployment & Scaling - Impact of variables and features on model performance. Understanding of servers, model formats to store models.







Option 1- Bachelor’s degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field and 3
years' experience in an analytics related field. Option 2- Master’s degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology, or related field and 1 years' experience in an analytics related field. Option 3 - 5 years' experience in an analytics or
related field.
Data science, machine learning, optimization models, Master’s degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)
640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America",3.3,"Walmart
3.3","Sunnyvale, CA",10000+ Employees,1994,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Business Intelligence Analyst,$93K - $149K (Glassdoor est.),"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
You will have the opportunity to work in a fast-paced environment where new challenges come up regularly and organization is key. You will analyze data and communicate insights and metrics with key partners. You are comfortable working on your own, but also enjoy collaborating. Problems are viewed as puzzles you’d like to solve. You exhibit independent thinking, initiative, follow-up, and follow through with commitments. You have the ability to apply advanced expertise to resolve diverse/complex problems.",3.9,"Verizon
3.9","Ashburn, VA",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Research Scientist II,$93K - $149K (Glassdoor est.),"Contact: Matt Azarva
Phone: 215.830.9202
Position Overview
Our client and its family of companies provide health benefit plans, programs and services to more than 3 million customers in New England and beyond. A leading not-for-profit health services company, they guide their members–and the communities they serve–to better health.
The Research Scientist II will participate in and lead scientific projects and programs, including research and public health surveillance activities conducted within the Department of Population Medicine (DPM), in close collaboration with a DPM Faculty investigator and external investigators. He/she will supervise the work of scientific and project staff, including programmers and/or analysts, project managers/coordinators, and other staff. The Research Scientist II will provide epidemiological and/or biostatistical expertise to develop strategies for study implementation and analyses. He/she will serve as a lead author of protocols, reports, and manuscripts and may mentor junior scientific staff.

If interested, please send a MS Word version of your resume to mazarva@kleinhersh.com

Submit Your Résumé",-1.0,Klein Hersh International,"Boston, MA",-1,-1,-1,-1,-1,-1
Scientist,$93K - $149K (Glassdoor est.),"At ACON labs, we are making a difference in medical care by offering medical devices for diagnosing a variety of conditions.
We are looking for a Scientist to join our team! With guidance and training, this person will research and develop product, conduct validation studies, data analysis and transfer the developed product to manufacture.
The essential duties/responsibilities for this position are:
Develop the new product research and development plans;
Plan and establish daily and weekly working schedule to meet project target timeline;
Write the study protocols and conduct product development, product validation and clinical evaluation;
Transfer the developed product to technical team at manufacture;",2.5,"ACON Laboratories
2.5","San Diego, CA",1001 to 5000 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Clinical Laboratory Scientist (Full Time),$93K - $149K (Glassdoor est.),"The Clinical Laboratory Scientist is responsible for overseeing laboratory operations and performing andrology and endocrinology procedures. The clinical laboratory scientist participates in and ensures quality assurance and improvement activities on an ongoing basis.
CCRM is an industry leading pioneer in fertility science, research and advancement, offering access to national network of award-winning physicians, a full suite of fertility services, innovation technology and cutting edge labs. CCRM is currently comprised of eleven locations spanning the U.S. and Canada with growth planned for continued network development on a domestic and international basis.
ESSENTIAL FUNCTIONS:
Help oversee clinical lab operations- including managing staff and documentation.
Provides Andrology services, including semen analysis (high complexity test), IUI preparation and cryopreservation to clinical laboratory patients according to established procedures and protocols",3.8,"CCRM
3.8","San Jose, CA",1 to 50 Employees,-1,Self-employed,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
Data Engineer,$93K - $149K (Glassdoor est.),"Are you a driven problem solver looking to help our clients tackle some of the most pressing challenges within Government and Public Services (GPS)? Join Deloitte's Program Integrity practice to help government agencies protect taxpayer money. To address the threats that perpetuate fraud, waste, and abuse, our clients look to our team to provide the guidance and solutions required to help them stay ahead of emerging issues and protect the integrity of their programs. If you are looking for a rapidly growing, collaborative environment with opportunities to make an impact and grow, our Program Integrity team would be a great fit for you!
If you are interested in finding solutions for our clients without the extensive demands of travel, you should consider an opportunity with our US Delivery Center (USDC)! We bring together cohesive teams with a focus on thought diversity and collaborative problem solving to address client challenges efficiently and effectively. The USDC is growing rapidly and we are actively seeking the right professionals to join our team!
The Anti-Fraud Waste and Abuse solution, Pallium, continues to increase the capacity, quality, and efficiency of Deloitte by utilizing state-of-the-art technology and machine learning in a dedicated environment. We need you to help extend our application and contribute significantly to new feature development.






Preferred:",3.9,"Deloitte
3.9","Gilbert, AZ",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Sr. Data Engineer,$93K - $149K (Glassdoor est.),"We’re looking for problem solvers, innovators, and dreamers who are searching for anything but business as usual. Like us, you’re a high performer who’s an expert at your craft, constantly challenging the status quo. You value inclusivity and want to join a culture that empowers you to show up as your authentic self. You know that success hinges on commitment, that our differences make us stronger, and that the finish line is always sweeter when the whole team crosses together.
As a Sr. Data Engineer on the Alteryx Data Science team, you will be part of an innovative and groundbreaking team, being primarily responsible for engineering a world class enterprise data management platform and driving continuous improvement for a world class analytics company. You will work closely with data architects, other data engineers, data scientists, and line of business associates to build out new system features/functionality and help bring thoughtfully curated data system and products that the Alteryx organization can trust. Success in this role is critical to our commitment of becoming a world-class Data Science team and fostering Alteryx’s Data Science journey!",3.5,"Alteryx, Inc.
3.5","Ann Arbor, MI",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Principal Scientist Pharmacokinetics & Drug Disposition,$93K - $149K (Glassdoor est.),"What will you do?
How will you make an impact?
Located in San Clemente, CA, this position is in Translational Sciences within the Applied Research department working on the Pharmacokinetic and drug disposition evaluations of novel or reformulated chemical and biological entities compatible with the company’s drug delivery device technologies. This individual will be responsible for the development and execution of the pharmacokinetic and PK/PD studies including the bioanalysis (PK, TK sample analysis) and drug metabolism studies supporting the overall development plan for the pharmaceutical combination projects.
The successful candidate will be expected to provide expertise in PK and PK/PD study design, protocol development and execution, bioanalytical sample analysis using LC-MS/MS, data analysis, modeling using Winonlin (or similar software), interpretation and reporting. Apply various approaches and strategies to predict human PK parameters from analysis of nonclinical data. Also assess PKPD properties of drug candidates based on preclinical data. Author clinical and nonclinical PK sections for regulatory submissions and clinical investigator brochures. He/She will work independently while also collaborating within the group and across functional groups, matrix teams.",3.9,"Glaukos Corporation
3.9","San Clemente, CA",501 to 1000 Employees,1998,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Lead Scientist,$68K - $142K (Glassdoor est.),"Summary:
The Laboratory Analyst's central responsibility is to provide accurate testing of client samples, as assigned. The Laboratory Manager will assign daily responsibilities to optimize laboratory performance and achieve maximum client satisfaction. The Laboratory Manager may assign the analyst to supervise and train other employees as needed.
Education:
Bachelor's Degree in Chemistry or a related field.
Experience:
Working in a laboratory. Using instrumental methods of analysis. Demonstrating time management and multitasking capabilities.",-1.0,TJ|H2b Analytical Services,"Madison, WI",-1,-1,-1,-1,-1,-1
DOD Data Scientist/Engineer - Junior,$61K - $113K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.


Responsibilities

In the position of Data Scientist, the incumbent will support the Naval Air Systems Command (NAVAIR) in a once-in-a-generation digital transformation, driving change and devising how data can be integrated, controlled, distributed, and accessed by programs, business units and operators across the enterprise. Guidehouse is seeking an enthusiastic data scientist with the desire to harness data through the application of data science principles, tools, and methods and to share this knowledge as a mentor and coach for others. The individual will support the NAVAIR Digital Group in establishing practical and applied data science practices at NAVAIR, and in solving complex problems that have data driven solutions. This individual will additionally mentor and instruct employees during this process with the goal or sharing their knowledge and growing the data science skill base in Southern Maryland at Patuxent River.",3.8,"Guidehouse
3.8","Deale, MD",5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
"Data Scientist, Consultant - Cleared",$61K - $113K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.


Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.8,"Guidehouse
3.8","McLean, VA",5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Principal Scientist - Assay Development,$61K - $113K (Glassdoor est.),"Principle Scientist - Assay Development
Company Description
Personalized immunotherapies are the future of the fight against cancer, and IsoPlexis (www.isoplexis.com) is Making the Difference in enabling the lofty goal of employing immunotherapies to combat our toughest diseases. Our integrated systems, named #1 Innovation by Scientist Magazine & World-Leading Design by Red Dot, are changing cancer research by connecting biological readouts to what is actually happening in patients. Our game changing hardware technologies, originally from Cal Tech and Yale, combined with our next generation software and data visualizations, are powered by our amazing R&D team and used throughout the world. We work with a growing list of leading researchers who are publishing findings that connect our readouts to what is truly happening in patients, and that excites & drives all of us to do more! If you like working at the intersection of biological sciences and healthcare, and you enjoy intellectually challenging yet fulfilling projects, give us a call. Our fast growing, 200+ person team has a sense of integrity, energy, and urgency to ‘make things happen’ in our collective careers and in the broader world, and we look forward to talking.",3.6,"IsoPlexis
3.6","Branford, CT",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Sr. Scientist/Scientist Computational Chemistry,$61K - $113K (Glassdoor est.),"Within every human cell, nature has engineered finely-tuned control mechanisms to correct imbalances caused by stress and disease and promote healing.At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.
Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called regulatory hotspots- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.
HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe.
You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.",5.0,"HotSpot Therapeutics
5.0","Boston, MA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Science and Engineering Director,$61K - $113K (Glassdoor est.),"Logistics done differently.
At XPO Logistics, we believe state-of-the-art technology drives our success. As the Data Science and Engineering Director, you will be responsible for end-to-end solutions for our data science and machine learning capabilities such as selection, development, execution and operations. You will also play a pivotal part in the evolution and growth of our data science, artificial intelligence (AI) and machine learning capabilities. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO.

Pay, benefits and more.
We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.",3.6,"XPO Logistics
3.6","Portland, OR",10000+ Employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD)
"(Sr.) Scientist, AI Perception Algorithm",$61K - $113K (Glassdoor est.),"The task of perception is to detect and understand the surrounding environment of the autonomous vehicles, to support L2 and L3 automated driving features. A real time virtual representation of the local environment is constructed by processing input data mainly from camera, together with those from other sensors including radars, IMU and ultrasonic.
Responsibilities:
Develop deep learning based detection algorithms, including object detection, lane detection, segmentation, and depth estimation.
Construct the local 3D environment around the vehicle and predict its motion
Keep up with latest technologies in deep learning and computer vision literature and propose innovative ideas
Publish patent and research papers",-1.0,Black Sesame Technologies Inc,"San Jose, CA",-1,-1,-1,-1,-1,-1
Data Analyst,$61K - $113K (Glassdoor est.),"Data Analyst, Television Data Products
Department: Product Management
Location: Dulles, VA or New York, NY
FourthWall Media is creating a whole new way of thinking about media analytics. From audiences to attribution, our deep data experience coupled with our Reveal™ platform opens the door for evolution, invention, and growth across the media ecosystem.
We are seeking a senior-level Data Analyst in our Dulles, VA or New York, NY locations to join our team and help propel us into the future. The right person will produce compelling, advanced analytics for television Programmers, Agencies, Advertisers, and DSPs, and help drive client successes through the application of data-driven television products.",-1.0,"FourthWall Media, Inc.","Fairfax, VA",-1,-1,-1,-1,-1,-1
Clinical Laboratory Scientist,$61K - $113K (Glassdoor est.),"Clinical Laboratory Scientist
Job Summary:
The CLS works under minimal supervision, and is responsible for complex molecular diagnostic testing laboratory procedures using all types of qualified specimens submitted for testing.
Essential Duties and Responsibilities:
Laboratory Activities:
· Exceptional knowledgeable of all techniques involving DNA/RNA extractions, PCR and RT-PCR reactions, DNA sequencing and other molecular genetic techniques
· Considered by the CLS I staff as a resource for microarray technology, such as, labelling RNA, hybridizing, washing and scanning microarrays
· Perform diagnostic laboratory activities on the basis of standard operating procedures",-1.0,Agendia Inc.,"Irvine, CA",-1,-1,-1,-1,-1,-1
Senior Data Engineer,$61K - $113K (Glassdoor est.),"CareJourney’s mission is to empower individuals and organizations they trust with open, clinically-relevant analytics and insights in the pursuit of the optimal healthcare journey. We are a fast-growing start-up in Arlington, VA that builds software products to serve industry-leading customers that include Pfizer, Humana, and Microsoft. Our founders and leadership developed the policy and technology in the public and private sector that shape the work we do today. We are looking for driven professionals that are excited to join a growing business where they will have a strong voice in the direction and success of the company. Our culture embraces teamwork and cross-functional collaboration for a fun and exciting environment.

Our team is looking for a talented, motivated, and high-performing Senior Data Engineer to join our team.
Key Responsibilities
Serve as a technical lead on initiatives, projects and implementations.
Support and develop data flows by developing processes that verify, standardize, and scale data input, transformation and storage.",3.6,"CareJourney
3.6","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
